Location1,Location2,Accuracy,StdDev
actin,bud neck,0.9735000000000001,0.012103718436910217
actin,cell periphery,0.9824999999999999,0.008215838362577492
actin,cytoplasm,0.9675,0.008366600265340762
actin,endosome,0.9695,0.009669539802906843
actin,ER,0.977,0.005787918451395101
actin,Golgi,0.9685,0.005612486080160931
actin,mitochondrion,0.9620000000000001,0.015116216457830985
actin,nucleus,0.9815000000000002,0.004062019202317978
actin,nuclear periphery,0.9945,0.0018708286933869665
actin,nucleolus,0.9869999999999999,0.003999999999999995
actin,spindle pole,0.982,0.00678232998312527
actin,peroxisome,0.9375,0.01172603939955856
actin,vacuolar membrane,0.9789999999999999,0.009823441352194272
actin,vacuole,0.978,0.004847679857416309
bud neck,cell periphery,0.9570000000000001,0.010049875621120901
bud neck,cytoplasm,0.8405000000000001,0.012186057606953939
bud neck,endosome,0.961,0.009027735042633881
bud neck,ER,0.9125,0.0077459666924148485
bud neck,Golgi,0.9559999999999998,0.008154753215150076
bud neck,mitochondrion,0.9115,0.004898979485566358
bud neck,nucleus,0.932,0.015684387141358124
bud neck,nuclear periphery,0.9809999999999999,0.0037416573867739447
bud neck,nucleolus,0.9865,0.007176350047203673
bud neck,spindle pole,0.9355,0.011113055385446434
bud neck,peroxisome,0.9490000000000001,0.004636809247747872
bud neck,vacuolar membrane,0.961,0.013472193585307459
bud neck,vacuole,0.8939999999999999,0.012308533625091201
cell periphery,cytoplasm,0.952,0.011445523142259618
cell periphery,endosome,0.9640000000000001,0.007516648189186478
cell periphery,ER,0.9135,0.008306623862918076
cell periphery,Golgi,0.9564999999999999,0.005612486080160923
cell periphery,mitochondrion,0.9674999999999999,0.013416407864998746
cell periphery,nucleus,0.976,0.008746427842267968
cell periphery,nuclear periphery,0.9805000000000001,0.006204836822995444
cell periphery,nucleolus,0.9945,0.005099019513592796
cell periphery,spindle pole,0.9729999999999999,0.007314369419163902
cell periphery,peroxisome,0.9705,0.00871779788708135
cell periphery,vacuolar membrane,0.9585000000000001,0.006819090848492937
cell periphery,vacuole,0.9295,0.0057879184513951005
cytoplasm,endosome,0.9355,0.005567764362829985
cytoplasm,ER,0.9235,0.014370107863199926
cytoplasm,Golgi,0.9505000000000001,0.009137833441248518
cytoplasm,mitochondrion,0.9029999999999999,0.017492855684535916
cytoplasm,nucleus,0.9245000000000001,0.012589678312014161
cytoplasm,nuclear periphery,0.9810000000000001,0.00681909084849293
cytoplasm,nucleolus,0.9800000000000001,0.004472135954999595
cytoplasm,spindle pole,0.9345000000000001,0.003999999999999992
cytoplasm,peroxisome,0.9555,0.006782329983125285
cytoplasm,vacuolar membrane,0.945,0.010954451150103326
cytoplasm,vacuole,0.8969999999999999,0.007810249675906658
endosome,ER,0.9415000000000001,0.009027735042633878
endosome,Golgi,0.899,0.014966629547095765
endosome,mitochondrion,0.9269999999999999,0.011554220008291342
endosome,nucleus,0.9484999999999999,0.012509996003196784
endosome,nuclear periphery,0.9764999999999999,0.005147815070493522
endosome,nucleolus,0.9804999999999999,0.006964194138592075
endosome,spindle pole,0.9414999999999999,0.008888194417315568
endosome,peroxisome,0.9490000000000001,0.006819090848492921
endosome,vacuolar membrane,0.8795,0.01615549442140352
endosome,vacuole,0.9105000000000001,0.01668831926827862
ER,Golgi,0.9375,0.011726039399558569
ER,mitochondrion,0.924,0.0053851648071345
ER,nucleus,0.9530000000000001,0.010535653752852746
ER,nuclear periphery,0.9559999999999998,0.009433981132056608
ER,nucleolus,0.984,0.005147815070493487
ER,spindle pole,0.9545,0.007141428428542853
ER,peroxisome,0.9535,0.006633249580710804
ER,vacuolar membrane,0.9315,0.01940360791193225
ER,vacuole,0.8700000000000001,0.01341640786499871
Golgi,mitochondrion,0.9195,0.01372953021774599
Golgi,nucleus,0.969,0.005612486080160931
Golgi,nuclear periphery,0.983,0.006204836822995423
Golgi,nucleolus,0.9825000000000002,0.001581138830084191
Golgi,spindle pole,0.961,0.002549509756796386
Golgi,peroxisome,0.931,0.006442049363362549
Golgi,vacuolar membrane,0.946,0.002549509756796386
Golgi,vacuole,0.8965,0.010793516572461453
mitochondrion,nucleus,0.924,0.008888194417315604
mitochondrion,nuclear periphery,0.9655000000000001,0.009407443861113394
mitochondrion,nucleolus,0.958,0.005338539126015669
mitochondrion,spindle pole,0.931,0.009949874371066201
mitochondrion,peroxisome,0.9285,0.008154753215150063
mitochondrion,vacuolar membrane,0.9424999999999999,0.01303840481040527
mitochondrion,vacuole,0.8975,0.004472135954999571
nucleus,nuclear periphery,0.9585000000000001,0.016015617378046965
nucleus,nucleolus,0.9305,0.012389511693363853
nucleus,spindle pole,0.9305,0.014177446878757792
nucleus,peroxisome,0.9595,0.008124038404635986
nucleus,vacuolar membrane,0.9635000000000001,0.00815475321515007
nucleus,vacuole,0.937,0.006204836822995412
nuclear periphery,nucleolus,0.974,0.0066332495807108205
nuclear periphery,spindle pole,0.9674999999999999,0.010839741694339385
nuclear periphery,peroxisome,0.9855,0.0018708286933869782
nuclear periphery,vacuolar membrane,0.9595,0.007314369419163902
nuclear periphery,vacuole,0.9734999999999999,0.006633249580710806
nucleolus,spindle pole,0.9375,0.006519202405202646
nucleolus,peroxisome,0.985,0.0022360679774997916
nucleolus,vacuolar membrane,0.9834999999999999,0.005385164807134518
nucleolus,vacuole,0.984,0.005147815070493487
spindle pole,peroxisome,0.9585000000000001,0.003391164991562627
spindle pole,vacuolar membrane,0.959,0.010074720839804948
spindle pole,vacuole,0.9355,0.015116216457830978
peroxisome,vacuolar membrane,0.9695,0.009407443861113403
peroxisome,vacuole,0.9584999999999999,0.006442049363362562
vacuolar membrane,vacuole,0.8734999999999999,0.011022703842524281
