Location1,Location2,Accuracy,StdDev
actin,bud neck,0.9030000000000001,0.00731436941916389
actin,cell periphery,0.9219999999999999,0.009137833441248508
actin,cytoplasm,0.8985,0.007516648189186473
actin,endosome,0.8935000000000001,0.020591260281974014
actin,ER,0.9029999999999999,0.015362291495737231
actin,Golgi,0.8825,0.012247448713915886
actin,mitochondrion,0.8714999999999999,0.010677078252031274
actin,nucleus,0.9469999999999998,0.006204836822995444
actin,nuclear periphery,0.9484999999999999,0.018069310999592643
actin,nucleolus,0.9495000000000001,0.01238951169336386
actin,spindle pole,0.9139999999999999,0.016324827717314506
actin,peroxisome,0.8205,0.016763054614240207
actin,vacuolar membrane,0.93,0.006123724356957924
actin,vacuole,0.9289999999999999,0.009300537618869115
bud neck,cell periphery,0.893,0.014089002803605373
bud neck,cytoplasm,0.7630000000000001,0.01742125139018435
bud neck,endosome,0.8789999999999999,0.01410673597966586
bud neck,ER,0.8389999999999999,0.027685736399814264
bud neck,Golgi,0.882,0.012186057606953928
bud neck,mitochondrion,0.8335000000000001,0.008455767262643885
bud neck,nucleus,0.8835000000000001,0.008888194417315604
bud neck,nuclear periphery,0.9275,0.011937336386313332
bud neck,nucleolus,0.9435,0.008602325267042634
bud neck,spindle pole,0.857,0.012288205727444483
bud neck,peroxisome,0.8855000000000001,0.004301162633521327
bud neck,vacuolar membrane,0.908,0.009539392014169479
bud neck,vacuole,0.7969999999999999,0.013638181696985838
cell periphery,cytoplasm,0.873,0.019131126469708964
cell periphery,endosome,0.8965,0.009565563234854522
cell periphery,ER,0.8254999999999999,0.010653637876331279
cell periphery,Golgi,0.8859999999999999,0.00982344135219425
cell periphery,mitochondrion,0.8835000000000001,0.02159861106645517
cell periphery,nucleus,0.9350000000000002,0.012747548783981955
cell periphery,nuclear periphery,0.946,0.004898979485566363
cell periphery,nucleolus,0.9620000000000001,0.00842614977317637
cell periphery,spindle pole,0.9055,0.0073143694191639165
cell periphery,peroxisome,0.9135000000000002,0.007681145747868595
cell periphery,vacuolar membrane,0.9120000000000001,0.008573214099741117
cell periphery,vacuole,0.8554999999999999,0.019000000000000013
cytoplasm,endosome,0.8620000000000001,0.004847679857416313
cytoplasm,ER,0.8320000000000001,0.025219040425837003
cytoplasm,Golgi,0.8845000000000001,0.01996246477767713
cytoplasm,mitochondrion,0.8535,0.012308533625091161
cytoplasm,nucleus,0.8949999999999999,0.006324555320336755
cytoplasm,nuclear periphery,0.9404999999999999,0.00484767985741631
cytoplasm,nucleolus,0.9475,0.0038729833462074204
cytoplasm,spindle pole,0.8795,0.006595452979136444
cytoplasm,peroxisome,0.8945000000000001,0.00842614977317637
cytoplasm,vacuolar membrane,0.8989999999999998,0.0037416573867739477
cytoplasm,vacuole,0.8235000000000001,0.0206518764280634
endosome,ER,0.8514999999999999,0.01617096162879621
endosome,Golgi,0.7575000000000001,0.023717082451262847
endosome,mitochondrion,0.833,0.013820274961085264
endosome,nucleus,0.9035,0.011022703842524314
endosome,nuclear periphery,0.908,0.00781024967590665
endosome,nucleolus,0.9185000000000001,0.007516648189186443
endosome,spindle pole,0.8710000000000001,0.009823441352194246
endosome,peroxisome,0.853,0.02352658071203718
endosome,vacuolar membrane,0.7815000000000001,0.017860571099491764
endosome,vacuole,0.8049999999999999,0.012449899597988735
ER,Golgi,0.8440000000000001,0.0122065556157337
ER,mitochondrion,0.8235000000000001,0.01537855649922972
ER,nucleus,0.8905,0.007648529270389204
ER,nuclear periphery,0.9019999999999999,0.008276472678623423
ER,nucleolus,0.944,0.006041522986797281
ER,spindle pole,0.884,0.01210371843691019
ER,peroxisome,0.8855000000000001,0.009669539802906866
ER,vacuolar membrane,0.8640000000000001,0.017363755354185335
ER,vacuole,0.8095000000000001,0.017492855684535888
Golgi,mitochondrion,0.7875,0.013601470508735456
Golgi,nucleus,0.913,0.007810249675906679
Golgi,nuclear periphery,0.933,0.00842614977317637
Golgi,nucleolus,0.946,0.009949874371066205
Golgi,spindle pole,0.884,0.011135528725660012
Golgi,peroxisome,0.8039999999999999,0.03152776554086892
Golgi,vacuolar membrane,0.8465,0.017790446874657178
Golgi,vacuole,0.8004999999999999,0.018668154702594465
mitochondrion,nucleus,0.8815000000000002,0.013838352503098022
mitochondrion,nuclear periphery,0.9049999999999999,0.014662878298615201
mitochondrion,nucleolus,0.9025000000000001,0.009219544457292908
mitochondrion,spindle pole,0.843,0.015842979517754874
mitochondrion,peroxisome,0.843,0.01017349497468791
mitochondrion,vacuolar membrane,0.8475000000000001,0.014230249470757742
mitochondrion,vacuole,0.8455,0.01133578404875464
nucleus,nuclear periphery,0.9065,0.009300537618869136
nucleus,nucleolus,0.8655000000000002,0.006964194138592091
nucleus,spindle pole,0.89,0.009082951062292472
nucleus,peroxisome,0.9065,0.008888194417315589
nucleus,vacuolar membrane,0.916,0.008455767262643873
nucleus,vacuole,0.8975,0.01118033988749898
nuclear periphery,nucleolus,0.9105000000000001,0.00509901951359279
nuclear periphery,spindle pole,0.917,0.011445523142259596
nuclear periphery,peroxisome,0.9414999999999999,0.007348469228349527
nuclear periphery,vacuolar membrane,0.8975000000000002,0.01129158979063625
nuclear periphery,vacuole,0.924,0.00663324958071079
nucleolus,spindle pole,0.8699999999999999,0.013693063937629132
nucleolus,peroxisome,0.9295,0.0053385391260156526
nucleolus,vacuolar membrane,0.9359999999999999,0.0076811457478686085
nucleolus,vacuole,0.9415000000000001,0.004898979485566333
spindle pole,peroxisome,0.8705,0.010535653752852729
spindle pole,vacuolar membrane,0.921,0.008154753215150029
spindle pole,vacuole,0.8795,0.006782329983125263
peroxisome,vacuolar membrane,0.9135,0.013747727084867536
peroxisome,vacuole,0.8975000000000002,0.013601470508735471
vacuolar membrane,vacuole,0.8155000000000001,0.013910427743243553
